WBID,year,method,Angler_days
00163COMX,2011,VILQ,0
00163COMX,1986,VILQ,40
00156COMX,2017,VILQ,0
00156COMX,2022,VILQ,0
00156COMX,2011,VILQ,0
00161COMX,2022,VILQ,0
00161COMX,2011,VILQ,0
00161COMX,2017,VILQ,0
00142COMX,2022,VILQ,0
00142COMX,2011,VILQ,0
00142COMX,2017,VILQ,0
00138COMX,2011,VILQ,0
00138COMX,2017,VILQ,0
00138COMX,2022,VILQ,0
00126COMX,1992,VILQ,0
00126COMX,1989,VILQ,6
00126COMX,2022,VILQ,0
00126COMX,2017,VILQ,0
00126COMX,1986,VILQ,0
00126COMX,2002,VILQ,0
00126COMX,2011,VILQ,0
00124COMX,2011,VILQ,0
00124COMX,2006,VILQ,11
00124COMX,2002,VILQ,0
00124COMX,1989,VILQ,100
00124COMX,1992,VILQ,6
00124COMX,2017,VILQ,0
00124COMX,1986,VILQ,25
00124COMX,2022,VILQ,0
00123COMX,2002,VILQ,1177
00123COMX,1992,VILQ,675
00123COMX,2022,VILQ,491
00123COMX,1989,VILQ,777
00123COMX,2017,VILQ,357
00123COMX,2011,VILQ,290
00123COMX,2006,VILQ,580
00123COMX,1986,VILQ,485
00109COMX,2006,VILQ,23
00109COMX,2011,VILQ,0
00109COMX,1989,VILQ,31
00109COMX,2017,VILQ,0
00109COMX,2002,VILQ,240
00109COMX,1992,VILQ,0
00109COMX,1986,VILQ,0
00109COMX,2022,VILQ,0
00101COMX,2006,VILQ,557
00101COMX,2017,VILQ,178
00101COMX,2022,VILQ,327
00101COMX,2011,VILQ,109
00101COMX,1986,VILQ,40
00101COMX,1989,VILQ,169
00101COMX,1992,VILQ,106
00101COMX,2002,VILQ,323
00089COMX,1986,VILQ,0
00089COMX,2011,VILQ,0
00089COMX,2017,VILQ,0
00089COMX,1992,VILQ,0
00089COMX,2022,VILQ,0
00089COMX,1989,VILQ,25
00089COMX,2002,VILQ,21
00093COMX,2022,VILQ,0
00093COMX,2011,VILQ,0
00093COMX,2017,VILQ,0
00077COMX,2022,VILQ,0
00077COMX,2011,VILQ,0
00077COMX,2017,VILQ,0
00069COMX,2002,VILQ,0
00069COMX,2017,VILQ,0
00069COMX,2011,VILQ,0
00069COMX,2022,VILQ,0
00069COMX,1989,VILQ,0
00069COMX,1992,VILQ,0
00069COMX,1986,VILQ,5
00042COMX,2017,VILQ,0
00042COMX,2022,VILQ,0
00042COMX,2011,VILQ,0
00039COMX,2017,VILQ,0
00039COMX,2011,VILQ,0
00039COMX,2022,VILQ,0
01926ALBN,2011,VILQ,0
01926ALBN,2022,VILQ,0
01926ALBN,2017,VILQ,0
00034COMX,2017,VILQ,0
00034COMX,2011,VILQ,0
00034COMX,2022,VILQ,0
00033COMX,2022,VILQ,0
00033COMX,2017,VILQ,0
00033COMX,2011,VILQ,0
00030COMX,2011,VILQ,0
00030COMX,2017,VILQ,0
00030COMX,2022,VILQ,0
00029COMX,2017,VILQ,0
00029COMX,2022,VILQ,0
00029COMX,2011,VILQ,0
00036SALM,2011,VILQ,0
00036SALM,2022,VILQ,0
00036SALM,2017,VILQ,0
00011COMX,2022,VILQ,0
00011COMX,2011,VILQ,0
00011COMX,2017,VILQ,0
00039SALM,2022,VILQ,0
00039SALM,2011,VILQ,0
00039SALM,2017,VILQ,0
00032SALM,2017,VILQ,0
00032SALM,2022,VILQ,0
00032SALM,2011,VILQ,0
00043SALM,2011,VILQ,0
00043SALM,2022,VILQ,0
00043SALM,2017,VILQ,0
00006COMX,2011,VILQ,0
00006COMX,2017,VILQ,0
00006COMX,2022,VILQ,0
00001COMX,2011,VILQ,0
00001COMX,2017,VILQ,0
00001COMX,2022,VILQ,0
00021SALM,2017,VILQ,0
00021SALM,2011,VILQ,0
00021SALM,2022,VILQ,0
00018SALM,2022,VILQ,0
00018SALM,1986,VILQ,5
00018SALM,2017,VILQ,0
00018SALM,1989,VILQ,0
00018SALM,2011,VILQ,0
00018SALM,1992,VILQ,0
00018SALM,2002,VILQ,0
00035COMX,2011,VILQ,0
00035COMX,2017,VILQ,0
00035COMX,2022,VILQ,0
00016SALM,2011,VILQ,0
00016SALM,2017,VILQ,0
00016SALM,2022,VILQ,0
00009SALM,2017,VILQ,0
00009SALM,2011,VILQ,0
00009SALM,2022,VILQ,0
00005SALM,2022,VILQ,0
00005SALM,2017,VILQ,0
00005SALM,2011,VILQ,0
00860KNIG,2017,VILQ,0
00860KNIG,2011,VILQ,0
00860KNIG,2022,VILQ,0
00097TSIT,2017,VILQ,0
00097TSIT,2011,VILQ,0
00097TSIT,2022,VILQ,0
00849KNIG,2011,VILQ,0
00849KNIG,2022,VILQ,0
00849KNIG,2017,VILQ,0
00834KNIG,2017,VILQ,0
00834KNIG,2022,VILQ,0
00834KNIG,2011,VILQ,0
00847KNIG,2011,VILQ,0
00847KNIG,2022,VILQ,0
00847KNIG,2017,VILQ,0
00835KNIG,2022,VILQ,0
00835KNIG,2017,VILQ,0
00835KNIG,2011,VILQ,0
00802KNIG,1989,VILQ,0
00802KNIG,2022,VILQ,0
00802KNIG,1992,VILQ,0
00802KNIG,2002,VILQ,0
00802KNIG,1986,VILQ,15
00802KNIG,2017,VILQ,0
00802KNIG,2011,VILQ,0
00781KNIG,2011,VILQ,0
00781KNIG,2017,VILQ,0
00781KNIG,2022,VILQ,0
00790KNIG,2017,VILQ,0
00790KNIG,2022,VILQ,0
00790KNIG,2011,VILQ,0
00766KNIG,2017,VILQ,0
00766KNIG,2011,VILQ,0
00766KNIG,2022,VILQ,0
00686KNIG,1989,VILQ,0
00686KNIG,1992,VILQ,219
00686KNIG,2011,VILQ,182
00686KNIG,2002,VILQ,0
00686KNIG,2022,VILQ,0
00686KNIG,1986,VILQ,0
00686KNIG,2017,VILQ,0
00704KNIG,2011,VILQ,0
00704KNIG,2022,VILQ,0
00704KNIG,2017,VILQ,0
00636KNIG,2011,VILQ,0
00636KNIG,2022,VILQ,0
00636KNIG,2017,VILQ,0
00582KNIG,2002,VILQ,0
00582KNIG,1989,VILQ,0
00582KNIG,1992,VILQ,38
00582KNIG,2017,VILQ,0
00582KNIG,2022,VILQ,0
00582KNIG,2011,VILQ,0
00582KNIG,1986,VILQ,0
00572KNIG,2011,VILQ,0
00572KNIG,2017,VILQ,0
00572KNIG,2022,VILQ,0
00568KNIG,2017,VILQ,0
00568KNIG,2022,VILQ,0
00568KNIG,2011,VILQ,0
00540KNIG,2022,VILQ,0
00540KNIG,2011,VILQ,0
00540KNIG,2002,VILQ,21
00540KNIG,1992,VILQ,0
00540KNIG,1986,VILQ,0
00540KNIG,2017,VILQ,0
00540KNIG,2006,VILQ,23
00540KNIG,1989,VILQ,6
00493KNIG,2022,VILQ,0
00493KNIG,2011,VILQ,0
00493KNIG,2017,VILQ,0
00399KNIG,2017,VILQ,0
00399KNIG,2011,VILQ,0
00399KNIG,2022,VILQ,82
00447KNIG,2022,VILQ,0
00447KNIG,2011,VILQ,0
00447KNIG,2017,VILQ,0
00447KNIG,2006,VILQ,11
00335KNIG,2022,VILQ,0
00335KNIG,2017,VILQ,0
00335KNIG,2011,VILQ,0
00336KNIG,1986,VILQ,0
00336KNIG,2002,VILQ,0
00336KNIG,2011,VILQ,0
00336KNIG,2022,VILQ,0
00336KNIG,1992,VILQ,0
00336KNIG,2006,VILQ,23
00336KNIG,2017,VILQ,0
00336KNIG,1989,VILQ,0
00317KNIG,2022,VILQ,0
00317KNIG,2011,VILQ,0
00317KNIG,2017,VILQ,0
00364KNIG,2011,VILQ,0
00364KNIG,1992,VILQ,6
00364KNIG,2017,VILQ,0
00364KNIG,2022,VILQ,0
00364KNIG,2002,VILQ,31
00364KNIG,1989,VILQ,6
00364KNIG,1986,VILQ,0
00301KNIG,2011,VILQ,0
00301KNIG,2022,VILQ,0
00301KNIG,2017,VILQ,0
01530SEYM,2011,VILQ,0
01530SEYM,2017,VILQ,0
01530SEYM,2022,VILQ,0
01534SEYM,2017,VILQ,0
01534SEYM,2011,VILQ,0
01534SEYM,2022,VILQ,0
01518SEYM,2011,VILQ,0
01518SEYM,2022,VILQ,0
01518SEYM,2017,VILQ,0
00266KNIG,2011,VILQ,0
00266KNIG,2022,VILQ,0
00266KNIG,2017,VILQ,0
01509SEYM,2011,VILQ,0
01509SEYM,2017,VILQ,0
01509SEYM,2022,VILQ,0
01476SEYM,2022,VILQ,0
01476SEYM,2011,VILQ,0
01476SEYM,2017,VILQ,0
01470SEYM,2017,VILQ,0
01470SEYM,2011,VILQ,0
01470SEYM,2022,VILQ,0
01457SEYM,2011,VILQ,0
01457SEYM,2017,VILQ,0
01457SEYM,2022,VILQ,0
00201KNIG,2022,VILQ,0
00201KNIG,2017,VILQ,0
00201KNIG,2011,VILQ,0
01447SEYM,2022,VILQ,0
01447SEYM,2011,VILQ,0
01447SEYM,2017,VILQ,0
01434SEYM,2022,VILQ,0
01434SEYM,2011,VILQ,0
01434SEYM,2017,VILQ,0
01424SEYM,2017,VILQ,0
01424SEYM,2011,VILQ,0
01424SEYM,2022,VILQ,0
01421SEYM,2022,VILQ,0
01421SEYM,2017,VILQ,0
01421SEYM,2011,VILQ,0
01351SEYM,2022,VILQ,0
01351SEYM,2017,VILQ,0
01351SEYM,2011,VILQ,0
01358SEYM,2022,VILQ,0
01358SEYM,2017,VILQ,0
01358SEYM,2011,VILQ,0
01395SEYM,2017,VILQ,0
01395SEYM,2011,VILQ,0
01395SEYM,2022,VILQ,0
01367SEYM,2011,VILQ,0
01367SEYM,2017,VILQ,0
01367SEYM,2022,VILQ,0
01323SEYM,1986,VILQ,0
01323SEYM,2002,VILQ,31
01323SEYM,1992,VILQ,13
01323SEYM,2017,VILQ,250
01323SEYM,1989,VILQ,0
01323SEYM,2022,VILQ,0
01323SEYM,2011,VILQ,0
01342SEYM,2011,VILQ,0
01342SEYM,2022,VILQ,0
01342SEYM,2017,VILQ,0
01243SEYM,2022,VILQ,0
01243SEYM,2011,VILQ,0
01243SEYM,2017,VILQ,0
00964SEYM,1986,VILQ,0
00964SEYM,2017,VILQ,0
00964SEYM,2022,VILQ,0
00964SEYM,1992,VILQ,0
00964SEYM,2002,VILQ,10
00964SEYM,1989,VILQ,0
00964SEYM,2011,VILQ,0
01171SEYM,2022,VILQ,0
01171SEYM,2011,VILQ,0
01171SEYM,2017,VILQ,0
01200SEYM,2011,VILQ,0
01200SEYM,2022,VILQ,0
01200SEYM,2017,VILQ,0
01217SEYM,2022,VILQ,0
01217SEYM,2011,VILQ,0
01217SEYM,2017,VILQ,0
01236SEYM,2011,VILQ,0
01236SEYM,2022,VILQ,0
01236SEYM,2017,VILQ,0
00114KNIG,2011,VILQ,0
00114KNIG,2017,VILQ,0
00114KNIG,2022,VILQ,0
01016SEYM,2022,VILQ,0
01016SEYM,1989,VILQ,13
01016SEYM,1992,VILQ,0
01016SEYM,2002,VILQ,0
01016SEYM,1986,VILQ,0
01016SEYM,2017,VILQ,0
01016SEYM,2011,VILQ,0
01018SEYM,2011,VILQ,0
01018SEYM,2017,VILQ,0
01018SEYM,2022,VILQ,0
01070SEYM,2011,VILQ,0
01070SEYM,2022,VILQ,0
01070SEYM,2017,VILQ,0
00968SEYM,2011,VILQ,0
00968SEYM,2017,VILQ,0
00968SEYM,2022,VILQ,0
00755SEYM,2017,VILQ,0
00755SEYM,2022,VILQ,0
00755SEYM,2011,VILQ,0
00502SEYM,2022,VILQ,0
00502SEYM,2011,VILQ,0
00502SEYM,2017,VILQ,0
00387SEYM,2017,VILQ,0
00387SEYM,2022,VILQ,0
00387SEYM,2011,VILQ,0
00366SEYM,2017,VILQ,0
00366SEYM,2022,VILQ,0
00366SEYM,2011,VILQ,0
00375SEYM,2022,VILQ,0
00375SEYM,2017,VILQ,0
00375SEYM,2011,VILQ,0
00395SEYM,2011,VILQ,0
00395SEYM,2022,VILQ,0
00395SEYM,2017,VILQ,0
00328SEYM,2011,VILQ,0
00328SEYM,2022,VILQ,0
00328SEYM,2017,VILQ,0
01433KLIN,2017,VILQ,0
01433KLIN,1986,VILQ,0
01433KLIN,2011,VILQ,0
01433KLIN,2022,VILQ,0
01433KLIN,1989,VILQ,13
01433KLIN,1992,VILQ,0
01433KLIN,2002,VILQ,0
01412KLIN,2022,VILQ,0
01412KLIN,2011,VILQ,0
01412KLIN,2017,VILQ,0
01396KLIN,2011,VILQ,0
01396KLIN,2017,VILQ,0
01396KLIN,2022,VILQ,0
00000CAMB,2006,VILQ,68
00000CAMB,1989,VILQ,0
00000CAMB,2011,VILQ,73
00000CAMB,2017,VILQ,71
00000CAMB,1986,VILQ,0
00000CAMB,1992,VILQ,0
00000CAMB,2022,VILQ,0
00000CAMB,2002,VILQ,42
00106COMX,2011,VILQ,0
00106COMX,2022,VILQ,0
00106COMX,2017,VILQ,0
00174COMX,2022,VILQ,123
00174COMX,2017,VILQ,0
00174COMX,2011,VILQ,0
00014MORI,2022,VILQ,0
00014MORI,2017,VILQ,24
00014MORI,2011,VILQ,NA
01522GRAI,2022,VILQ,51
01522GRAI,2017,VILQ,66
01522GRAI,2011,VILQ,NA
01745GRAI,2017,VILQ,6
01745GRAI,2022,VILQ,25
01745GRAI,2011,VILQ,NA
00028MORI,2017,VILQ,0
00028MORI,2022,VILQ,21
00028MORI,2011,VILQ,NA
01421GRAI,2022,VILQ,0
01421GRAI,2017,VILQ,0
01421GRAI,2011,VILQ,NA
01701GRAI,2022,VILQ,4
01701GRAI,2011,VILQ,NA
01701GRAI,2017,VILQ,0
01618GRAI,2011,VILQ,NA
01618GRAI,2017,VILQ,0
01618GRAI,2022,VILQ,0
